09a18c lda $7ef3cc   [7ef3cc] A:0100 X:0010 Y:0000 S:01f2 D:0000 DB:09 nvMXdiZC V: 38 H:174 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbc2 D:0000 DB:09 nvMXdIZc V: 69 H: 16 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbc2 D:0000 DB:09 nvMXdIZc V: 69 H: 23 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbbe D:0000 DB:09 nvMXdIZc V: 69 H: 39 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbbe D:0000 DB:09 nvMXdIZc V: 69 H: 47 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbba D:0000 DB:09 nvMXdIZc V: 69 H: 63 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbba D:0000 DB:09 nvMXdIZc V: 69 H: 70 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbb6 D:0000 DB:09 nvMXdIZc V: 69 H: 86 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbb6 D:0000 DB:09 nvMXdIZc V: 69 H: 94 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbb2 D:0000 DB:09 nvMXdIZc V: 69 H:110 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbb2 D:0000 DB:09 nvMXdIZc V: 69 H:117 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbae D:0000 DB:09 nvMXdIZc V: 69 H:143 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbae D:0000 DB:09 nvMXdIZc V: 69 H:151 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fbaa D:0000 DB:09 nvMXdIZc V: 69 H:167 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fbaa D:0000 DB:09 nvMXdIZc V: 69 H:174 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fba6 D:0000 DB:09 nvMXdIZc V: 69 H:190 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fba6 D:0000 DB:09 nvMXdIZc V: 69 H:198 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fba2 D:0000 DB:09 nvMXdIZc V: 69 H:214 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fba2 D:0000 DB:09 nvMXdIZc V: 69 H:221 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb9e D:0000 DB:09 nvMXdIZc V: 69 H:237 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb9e D:0000 DB:09 nvMXdIZc V: 69 H:245 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb9a D:0000 DB:09 nvMXdIZc V: 69 H:261 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb9a D:0000 DB:09 nvMXdIZc V: 69 H:268 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb96 D:0000 DB:09 nvMXdIZc V: 69 H:284 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb96 D:0000 DB:09 nvMXdIZc V: 69 H:292 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb92 D:0000 DB:09 nvMXdIZc V: 69 H:308 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb92 D:0000 DB:09 nvMXdIZc V: 69 H:315 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb8e D:0000 DB:09 nvMXdIZc V: 69 H:330 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb8e D:0000 DB:09 nvMXdIZc V: 69 H:338 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb8a D:0000 DB:09 nvMXdIZc V: 70 H: 14 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb8a D:0000 DB:09 nvMXdIZc V: 70 H: 21 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb86 D:0000 DB:09 nvMXdIZc V: 70 H: 37 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb86 D:0000 DB:09 nvMXdIZc V: 70 H: 45 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb82 D:0000 DB:09 nvMXdIZc V: 70 H: 61 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb82 D:0000 DB:09 nvMXdIZc V: 70 H: 68 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb7e D:0000 DB:09 nvMXdIZc V: 70 H: 84 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb7e D:0000 DB:09 nvMXdIZc V: 70 H: 92 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb7a D:0000 DB:09 nvMXdIZc V: 70 H:108 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb7a D:0000 DB:09 nvMXdIZc V: 70 H:115 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb76 D:0000 DB:09 nvMXdIZc V: 70 H:131 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb76 D:0000 DB:09 nvMXdIZc V: 70 H:149 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb72 D:0000 DB:09 nvMXdIZc V: 70 H:165 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb72 D:0000 DB:09 nvMXdIZc V: 70 H:172 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb6e D:0000 DB:09 nvMXdIZc V: 70 H:188 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb6e D:0000 DB:09 nvMXdIZc V: 70 H:196 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb6a D:0000 DB:09 nvMXdIZc V: 70 H:212 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb6a D:0000 DB:09 nvMXdIZc V: 70 H:219 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb66 D:0000 DB:09 nvMXdIZc V: 70 H:235 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb66 D:0000 DB:09 nvMXdIZc V: 70 H:243 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb62 D:0000 DB:09 nvMXdIZc V: 70 H:259 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb62 D:0000 DB:09 nvMXdIZc V: 70 H:266 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb5e D:0000 DB:09 nvMXdIZc V: 70 H:282 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb5e D:0000 DB:09 nvMXdIZc V: 70 H:290 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb5a D:0000 DB:09 nvMXdIZc V: 70 H:306 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb5a D:0000 DB:09 nvMXdIZc V: 70 H:313 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb56 D:0000 DB:09 nvMXdIZc V: 70 H:328 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb56 D:0000 DB:09 nvMXdIZc V: 70 H:336 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb52 D:0000 DB:09 nvMXdIZc V: 71 H: 12 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb52 D:0000 DB:09 nvMXdIZc V: 71 H: 19 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb4e D:0000 DB:09 nvMXdIZc V: 71 H: 35 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb4e D:0000 DB:09 nvMXdIZc V: 71 H: 43 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb4a D:0000 DB:09 nvMXdIZc V: 71 H: 59 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb4a D:0000 DB:09 nvMXdIZc V: 71 H: 66 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb46 D:0000 DB:09 nvMXdIZc V: 71 H: 82 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb46 D:0000 DB:09 nvMXdIZc V: 71 H: 90 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb42 D:0000 DB:09 nvMXdIZc V: 71 H:106 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb42 D:0000 DB:09 nvMXdIZc V: 71 H:113 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb3e D:0000 DB:09 nvMXdIZc V: 71 H:129 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb3e D:0000 DB:09 nvMXdIZc V: 71 H:147 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb3a D:0000 DB:09 nvMXdIZc V: 71 H:163 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb3a D:0000 DB:09 nvMXdIZc V: 71 H:170 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb36 D:0000 DB:09 nvMXdIZc V: 71 H:186 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb36 D:0000 DB:09 nvMXdIZc V: 71 H:194 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb32 D:0000 DB:09 nvMXdIZc V: 71 H:210 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb32 D:0000 DB:09 nvMXdIZc V: 71 H:217 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb2e D:0000 DB:09 nvMXdIZc V: 71 H:233 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb2e D:0000 DB:09 nvMXdIZc V: 71 H:241 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb2a D:0000 DB:09 nvMXdIZc V: 71 H:257 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb2a D:0000 DB:09 nvMXdIZc V: 71 H:264 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb26 D:0000 DB:09 nvMXdIZc V: 71 H:280 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb26 D:0000 DB:09 nvMXdIZc V: 71 H:288 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb22 D:0000 DB:09 nvMXdIZc V: 71 H:304 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb22 D:0000 DB:09 nvMXdIZc V: 71 H:311 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb1e D:0000 DB:09 nvMXdIZc V: 71 H:327 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb1e D:0000 DB:09 nvMXdIZc V: 71 H:334 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb1a D:0000 DB:09 nvMXdIZc V: 72 H: 10 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb1a D:0000 DB:09 nvMXdIZc V: 72 H: 17 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb16 D:0000 DB:09 nvMXdIZc V: 72 H: 33 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb16 D:0000 DB:09 nvMXdIZc V: 72 H: 41 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb12 D:0000 DB:09 nvMXdIZc V: 72 H: 57 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb12 D:0000 DB:09 nvMXdIZc V: 72 H: 64 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb0e D:0000 DB:09 nvMXdIZc V: 72 H: 80 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb0e D:0000 DB:09 nvMXdIZc V: 72 H: 88 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb0a D:0000 DB:09 nvMXdIZc V: 72 H:104 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb0a D:0000 DB:09 nvMXdIZc V: 72 H:111 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb06 D:0000 DB:09 nvMXdIZc V: 72 H:127 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb06 D:0000 DB:09 nvMXdIZc V: 72 H:145 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fb02 D:0000 DB:09 nvMXdIZc V: 72 H:161 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fb02 D:0000 DB:09 nvMXdIZc V: 72 H:168 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fafe D:0000 DB:09 nvMXdIZc V: 72 H:184 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fafe D:0000 DB:09 nvMXdIZc V: 72 H:192 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fafa D:0000 DB:09 nvMXdIZc V: 72 H:208 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fafa D:0000 DB:09 nvMXdIZc V: 72 H:215 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faf6 D:0000 DB:09 nvMXdIZc V: 72 H:231 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faf6 D:0000 DB:09 nvMXdIZc V: 72 H:239 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faf2 D:0000 DB:09 nvMXdIZc V: 72 H:255 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faf2 D:0000 DB:09 nvMXdIZc V: 72 H:262 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faee D:0000 DB:09 nvMXdIZc V: 72 H:278 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faee D:0000 DB:09 nvMXdIZc V: 72 H:286 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faea D:0000 DB:09 nvMXdIZc V: 72 H:302 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faea D:0000 DB:09 nvMXdIZc V: 72 H:309 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fae6 D:0000 DB:09 nvMXdIZc V: 72 H:325 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fae6 D:0000 DB:09 nvMXdIZc V: 72 H:332 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fae2 D:0000 DB:09 nvMXdIZc V: 73 H:  8 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fae2 D:0000 DB:09 nvMXdIZc V: 73 H: 15 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fade D:0000 DB:09 nvMXdIZc V: 73 H: 31 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fade D:0000 DB:09 nvMXdIZc V: 73 H: 39 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fada D:0000 DB:09 nvMXdIZc V: 73 H: 55 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fada D:0000 DB:09 nvMXdIZc V: 73 H: 62 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fad6 D:0000 DB:09 nvMXdIZc V: 73 H: 78 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fad6 D:0000 DB:09 nvMXdIZc V: 73 H: 86 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fad2 D:0000 DB:09 nvMXdIZc V: 73 H:102 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fad2 D:0000 DB:09 nvMXdIZc V: 73 H:109 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:face D:0000 DB:09 nvMXdIZc V: 73 H:125 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:face D:0000 DB:09 nvMXdIZc V: 73 H:133 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faca D:0000 DB:09 nvMXdIZc V: 73 H:159 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faca D:0000 DB:09 nvMXdIZc V: 73 H:166 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fac6 D:0000 DB:09 nvMXdIZc V: 73 H:182 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fac6 D:0000 DB:09 nvMXdIZc V: 73 H:190 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fac2 D:0000 DB:09 nvMXdIZc V: 73 H:206 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fac2 D:0000 DB:09 nvMXdIZc V: 73 H:213 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fabe D:0000 DB:09 nvMXdIZc V: 73 H:229 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fabe D:0000 DB:09 nvMXdIZc V: 73 H:237 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faba D:0000 DB:09 nvMXdIZc V: 73 H:253 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faba D:0000 DB:09 nvMXdIZc V: 73 H:260 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fab6 D:0000 DB:09 nvMXdIZc V: 73 H:276 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fab6 D:0000 DB:09 nvMXdIZc V: 73 H:284 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fab2 D:0000 DB:09 nvMXdIZc V: 73 H:300 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fab2 D:0000 DB:09 nvMXdIZc V: 73 H:307 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faae D:0000 DB:09 nvMXdIZc V: 73 H:323 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faae D:0000 DB:09 nvMXdIZc V: 73 H:330 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faaa D:0000 DB:09 nvMXdIZc V: 74 H:  6 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faaa D:0000 DB:09 nvMXdIZc V: 74 H: 13 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faa6 D:0000 DB:09 nvMXdIZc V: 74 H: 29 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faa6 D:0000 DB:09 nvMXdIZc V: 74 H: 37 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:faa2 D:0000 DB:09 nvMXdIZc V: 74 H: 53 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:faa2 D:0000 DB:09 nvMXdIZc V: 74 H: 60 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa9e D:0000 DB:09 nvMXdIZc V: 74 H: 76 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa9e D:0000 DB:09 nvMXdIZc V: 74 H: 84 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa9a D:0000 DB:09 nvMXdIZc V: 74 H:100 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa9a D:0000 DB:09 nvMXdIZc V: 74 H:107 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa96 D:0000 DB:09 nvMXdIZc V: 74 H:123 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa96 D:0000 DB:09 nvMXdIZc V: 74 H:131 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa92 D:0000 DB:09 nvMXdIZc V: 74 H:157 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa92 D:0000 DB:09 nvMXdIZc V: 74 H:164 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa8e D:0000 DB:09 nvMXdIZc V: 74 H:180 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa8e D:0000 DB:09 nvMXdIZc V: 74 H:188 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa8a D:0000 DB:09 nvMXdIZc V: 74 H:204 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa8a D:0000 DB:09 nvMXdIZc V: 74 H:211 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa86 D:0000 DB:09 nvMXdIZc V: 74 H:227 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa86 D:0000 DB:09 nvMXdIZc V: 74 H:235 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa82 D:0000 DB:09 nvMXdIZc V: 74 H:251 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa82 D:0000 DB:09 nvMXdIZc V: 74 H:258 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa7e D:0000 DB:09 nvMXdIZc V: 74 H:274 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa7e D:0000 DB:09 nvMXdIZc V: 74 H:282 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa7a D:0000 DB:09 nvMXdIZc V: 74 H:298 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa7a D:0000 DB:09 nvMXdIZc V: 74 H:305 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa76 D:0000 DB:09 nvMXdIZc V: 74 H:321 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa76 D:0000 DB:09 nvMXdIZc V: 74 H:328 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa72 D:0000 DB:09 nvMXdIZc V: 75 H:  4 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa72 D:0000 DB:09 nvMXdIZc V: 75 H: 11 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa6e D:0000 DB:09 nvMXdIZc V: 75 H: 27 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa6e D:0000 DB:09 nvMXdIZc V: 75 H: 35 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa6a D:0000 DB:09 nvMXdIZc V: 75 H: 51 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa6a D:0000 DB:09 nvMXdIZc V: 75 H: 58 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa66 D:0000 DB:09 nvMXdIZc V: 75 H: 74 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa66 D:0000 DB:09 nvMXdIZc V: 75 H: 82 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa62 D:0000 DB:09 nvMXdIZc V: 75 H: 98 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa62 D:0000 DB:09 nvMXdIZc V: 75 H:105 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa5e D:0000 DB:09 nvMXdIZc V: 75 H:121 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa5e D:0000 DB:09 nvMXdIZc V: 75 H:129 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa5a D:0000 DB:09 nvMXdIZc V: 75 H:155 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa5a D:0000 DB:09 nvMXdIZc V: 75 H:162 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa56 D:0000 DB:09 nvMXdIZc V: 75 H:178 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa56 D:0000 DB:09 nvMXdIZc V: 75 H:186 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa52 D:0000 DB:09 nvMXdIZc V: 75 H:202 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa52 D:0000 DB:09 nvMXdIZc V: 75 H:209 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa4e D:0000 DB:09 nvMXdIZc V: 75 H:225 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa4e D:0000 DB:09 nvMXdIZc V: 75 H:233 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa4a D:0000 DB:09 nvMXdIZc V: 75 H:249 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa4a D:0000 DB:09 nvMXdIZc V: 75 H:256 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa46 D:0000 DB:09 nvMXdIZc V: 75 H:272 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa46 D:0000 DB:09 nvMXdIZc V: 75 H:280 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa42 D:0000 DB:09 nvMXdIZc V: 75 H:296 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa42 D:0000 DB:09 nvMXdIZc V: 75 H:303 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa3e D:0000 DB:09 nvMXdIZc V: 75 H:319 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa3e D:0000 DB:09 nvMXdIZc V: 75 H:326 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa3a D:0000 DB:09 nvMXdIZc V: 76 H:  2 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa3a D:0000 DB:09 nvMXdIZc V: 76 H:  9 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa36 D:0000 DB:09 nvMXdIZc V: 76 H: 25 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa36 D:0000 DB:09 nvMXdIZc V: 76 H: 33 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa32 D:0000 DB:09 nvMXdIZc V: 76 H: 49 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa32 D:0000 DB:09 nvMXdIZc V: 76 H: 56 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa2e D:0000 DB:09 nvMXdIZc V: 76 H: 72 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa2e D:0000 DB:09 nvMXdIZc V: 76 H: 80 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa2a D:0000 DB:09 nvMXdIZc V: 76 H: 96 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa2a D:0000 DB:09 nvMXdIZc V: 76 H:103 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa26 D:0000 DB:09 nvMXdIZc V: 76 H:119 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa26 D:0000 DB:09 nvMXdIZc V: 76 H:127 F: 8
00ffff brl $003e     [00003e] A:0100 X:0020 Y:0000 S:fa22 D:0000 DB:09 nvMXdIZc V: 76 H:153 F: 8
00003e brk #$36               A:0100 X:0020 Y:0000 S:fa22 D:0000 DB:09 nvMXdIZc V: 76 H:160 F: 8
